parcel_id,date,ndvi_value,temperature_c,rainfall_mm,sensor_status,mill_id,crop_type,sowing_date,area_hectares
PARCEL_016,23-05-2026,0.638,29.8,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_020,15-02-2026,0.16,27.9,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,03-02-2026,0.065,32.8,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_017,14-05-2026,0.72,25.7,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_002,10-01-2026,0.23600000000000002,34.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_012,25-01-2026,0.111,28.7,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_023,23-01-2026,0.11800000000000001,17.4,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_019,01-03-2026,0.851,26.9,3.6,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_006,03-03-2026,0.381,20.2,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_020,17-04-2026,0.652,34.3,3.1,Error,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,24-01-2026,0.16899999999999998,21.8,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_013,09-02-2026,0.222,24.8,5.3,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_006,31-05-2026,0.377,23.0,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_017,29-03-2026,0.736,18.1,0.0,NA,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_013,19-05-2026,0.642,33.7,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_003,05-04-2026,0.5660000000000001,20.3,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_018,20-02-2026,0.703,15.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_003,02-03-2026,0.301,33.7,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_019,15-04-2026,0.626,33.9,2.1,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_010,05-04-2026,0.7959999999999999,34.7,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_014,22-01-2026,0.47200000000000003,18.6,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_023,27-05-2026,0.569,25.0,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_020,18-01-2026,0.247,25.9,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_017,08-04-2026,0.8640000000000001,19.1,4.5,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_023,14-04-2026,0.736,21.7,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_002,18-03-2026,0.8059999999999999,17.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_015,08-04-2026,0.722,18.1,4.8,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_004,06-03-2026,0.6779999999999999,26.7,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_001,03-04-2026,0.618,24.6,2.5,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_017,30-01-2026,0.342,17.2,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_025,27-02-2026,0.33299999999999996,27.3,0.0,Error,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_008,10-05-2026,0.682,30.1,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_019,20-03-2026,0.745,24.9,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_018,23-02-2026,0.643,30.4,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_009,17-04-2026,0.782,30.9,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_025,15-02-2026,0.218,28.7,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_021,30-05-2026,0.531,28.5,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_020,24-03-2026,0.67,35.3,2.4,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_022,14-01-2026,0.358,32.6,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_005,10-05-2026,0.535,31.3,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_011,17-05-2026,0.546,26.7,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_016,27-05-2026,0.634,21.3,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_022,25-05-2026,0.38799999999999996,31.4,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_022,16-04-2026,0.461,24.0,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_014,17-05-2026,0.645,29.9,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_011,10-03-2026,0.39,33.1,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_014,09-03-2026,0.846,16.7,4.3,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_002,04-05-2026,0.597,23.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_001,10-01-2026,0.20600000000000002,33.8,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_008,04-01-2026,0.18,18.8,7.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_017,08-01-2026,0.133,20.0,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_011,24-02-2026,0.524,21.6,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_018,18-05-2026,0.366,33.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_005,12-05-2026,0.621,22.7,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_025,03-05-2026,0.7759999999999999,15.7,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_014,08-05-2026,0.368,18.0,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_008,31-03-2026,0.71,27.2,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_007,12-02-2026,0.319,30.1,6.9,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_020,22-03-2026,0.713,17.5,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_021,03-03-2026,0.36,29.1,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_010,26-01-2026,0.40700000000000003,16.8,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_005,14-02-2026,0.26,21.7,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_016,20-05-2026,0.504,29.1,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_004,26-02-2026,0.7509999999999999,34.7,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_009,15-01-2026,0.115,25.5,7.4,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_021,07-02-2026,0.16,17.2,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_021,19-05-2026,0.49,28.3,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_009,24-03-2026,0.7170000000000001,30.6,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_015,18-04-2026,0.414,34.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_014,05-05-2026,0.5710000000000001,30.2,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_025,06-03-2026,0.273,34.7,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_011,08-02-2026,0.185,31.2,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_002,29-01-2026,0.275,16.1,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_010,22-04-2026,0.63,27.8,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_012,09-02-2026,0.21,22.9,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_024,24-02-2026,0.687,20.6,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,15-04-2026,0.614,24.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_004,28-04-2026,0.308,23.8,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_004,01-04-2026,0.54,22.6,0.0,NA,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_018,26-01-2026,0.392,21.5,4.2,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_012,13-03-2026,0.336,25.3,1.4,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_012,04-03-2026,0.203,30.6,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_024,26-03-2026,0.5329999999999999,26.5,3.4,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_006,15-01-2026,0.21899999999999997,26.3,0.0,NA,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_021,30-01-2026,0.195,23.9,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,16-02-2026,0.48700000000000004,29.7,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_020,05-03-2026,0.308,27.7,2.6,NA,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_017,06-05-2026,0.35600000000000004,31.2,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_017,21-05-2026,0.621,15.5,3.3,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_012,07-04-2026,0.634,21.8,6.3,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_002,19-02-2026,0.7240000000000001,16.4,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_020,28-01-2026,0.21,29.1,3.4,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_003,14-03-2026,0.287,21.8,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_002,24-04-2026,0.546,32.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_002,20-04-2026,0.627,17.1,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_012,28-03-2026,0.484,20.1,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_004,28-03-2026,0.8320000000000001,20.5,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_010,25-03-2026,0.7290000000000001,25.7,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_020,21-01-2026,0.135,22.1,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_019,30-03-2026,0.67,21.0,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_019,10-02-2026,0.298,34.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_017,30-04-2026,0.43,30.4,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_003,23-05-2026,0.7390000000000001,24.5,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_018,23-01-2026,0.258,16.7,5.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_003,04-03-2026,0.44299999999999995,19.5,2.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_012,10-02-2026,0.18899999999999997,24.3,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_009,31-03-2026,0.763,18.0,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_020,20-02-2026,0.47100000000000003,19.8,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_015,11-04-2026,0.397,26.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_005,26-01-2026,0.094,23.5,2.4,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_006,29-04-2026,0.527,18.7,3.8,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_013,30-03-2026,0.47100000000000003,32.4,0.0,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_010,07-04-2026,0.677,20.8,12.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_020,19-01-2026,0.122,29.8,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_016,06-03-2026,0.752,20.8,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_015,09-04-2026,0.633,24.9,0.0,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_007,28-02-2026,0.737,15.7,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_015,12-05-2026,0.6679999999999999,27.4,7.7,OK,MILL_SOUTH,sugarcane,2026-01-06,4.87
PARCEL_002,26-03-2026,0.617,18.2,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_019,13-01-2026,0.213,27.3,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_020,15-04-2026,0.667,16.3,6.7,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_014,17-04-2026,0.6409999999999999,32.9,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_014,26-05-2026,0.48,29.7,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_010,03-03-2026,0.6709999999999999,34.1,1.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_010,26-03-2026,0.858,30.6,4.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_009,13-05-2026,0.695,22.0,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_023,15-03-2026,0.545,24.0,0.0,Error,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_012,02-04-2026,0.5720000000000001,18.2,3.2,Error,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_014,09-04-2026,0.611,33.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_005,23-02-2026,0.134,24.9,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_017,03-01-2026,0.205,15.4,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_004,29-01-2026,0.32299999999999995,29.9,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_008,27-03-2026,0.518,16.1,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_009,20-02-2026,0.32299999999999995,18.9,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_006,11-02-2026,0.276,27.2,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_022,18-01-2026,0.32,15.6,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_016,09-05-2026,0.542,20.8,0.1,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_012,21-01-2026,0.131,31.2,6.5,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_021,11-04-2026,0.47700000000000004,22.9,0.0,NA,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_020,12-05-2026,0.7090000000000001,33.3,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_025,03-03-2026,0.423,30.9,1.3,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_013,14-02-2026,0.289,33.4,6.1,OK,MILL_EAST,soybean,2026-02-23,2.71
PARCEL_014,11-02-2026,0.785,16.7,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_020,20-01-2026,0.139,24.0,0.0,OK,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_016,28-01-2026,0.168,31.2,3.9,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_022,19-05-2026,0.449,28.3,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_005,24-02-2026,0.305,31.3,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_005,23-03-2026,0.457,20.6,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_011,09-03-2026,0.502,22.1,0.0,Error,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_010,26-04-2026,0.523,22.0,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_014,09-01-2026,0.28800000000000003,21.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_016,18-02-2026,0.306,30.9,0.0,NA,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_017,09-03-2026,0.782,29.3,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_025,09-02-2026,0.201,25.8,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_005,20-01-2026,0.19899999999999998,28.4,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_025,04-03-2026,0.4,22.0,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_003,18-03-2026,0.524,27.5,4.4,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_010,07-02-2026,0.605,27.2,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_023,20-01-2026,0.212,15.2,0.0,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_024,14-04-2026,0.419,16.1,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_021,21-01-2026,0.051,21.9,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_016,14-01-2026,0.153,26.6,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_017,19-02-2026,0.745,20.8,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_018,25-04-2026,0.55,23.2,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_004,25-02-2026,0.747,29.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_022,25-03-2026,0.805,25.3,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_003,16-01-2026,0.17600000000000002,22.8,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_011,02-03-2026,0.35600000000000004,25.9,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_022,02-02-2026,0.38,33.1,0.0,NA,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_002,23-05-2026,0.542,17.0,4.5,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_021,07-01-2026,0.078,29.4,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_023,12-02-2026,0.363,19.7,5.1,OK,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_021,17-01-2026,0.168,17.4,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_001,09-05-2026,0.809,22.9,11.3,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_005,21-01-2026,0.078,19.3,0.0,OK,MILL_NORTH,soybean,2026-02-08,2.79
PARCEL_024,10-01-2026,0.139,24.1,14.3,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_017,02-02-2026,0.43799999999999994,22.9,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_017,16-03-2026,0.8029999999999999,21.7,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_014,16-05-2026,0.42700000000000005,17.6,2.9,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_004,18-01-2026,0.17600000000000002,28.0,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_024,22-04-2026,0.5920000000000001,23.3,0.0,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_014,27-04-2026,0.512,34.1,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_021,02-04-2026,0.45299999999999996,15.7,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_002,29-05-2026,0.474,20.8,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_017,13-05-2026,0.48700000000000004,16.4,0.0,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_016,10-03-2026,0.8109999999999999,28.4,0.0,OK,MILL_EAST,sugarcane,2026-01-30,4.76
PARCEL_009,03-02-2026,0.11599999999999999,23.3,0.0,Error,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_019,08-03-2026,0.5720000000000001,20.4,2.3,Error,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_008,24-01-2026,0.278,33.5,3.4,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_001,25-02-2026,0.377,16.8,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_010,23-03-2026,0.616,23.2,0.0,NA,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_003,07-04-2026,0.435,19.9,3.6,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_010,21-01-2026,0.44799999999999995,32.1,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_009,01-03-2026,0.34,22.6,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_006,10-01-2026,0.163,25.3,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_018,12-01-2026,0.171,33.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_011,16-03-2026,0.134,20.1,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_006,23-03-2026,0.705,27.2,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_007,04-01-2026,0.196,16.7,0.0,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_023,11-03-2026,0.9009999999999999,20.8,0.0,Error,MILL_WEST,sugarcane,2026-01-26,3.55
PARCEL_006,02-01-2026,0.152,18.0,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_012,23-05-2026,0.609,18.4,11.1,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_014,04-01-2026,0.21899999999999997,20.3,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_024,15-01-2026,0.21899999999999997,28.0,2.6,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_021,08-05-2026,0.528,30.9,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_002,28-04-2026,0.423,19.2,0.0,OK,MILL_SOUTH,sugarcane,2026-01-16,8.97
PARCEL_009,20-01-2026,0.027000000000000003,28.5,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_020,29-05-2026,0.64,30.9,0.0,NA,MILL_NORTH,sugarcane,2026-02-19,9.95
PARCEL_019,31-03-2026,0.581,22.0,2.9,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_001,18-05-2026,0.597,15.5,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_008,05-02-2026,0.222,28.6,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_025,29-01-2026,0.264,32.1,0.0,OK,MILL_WEST,sugarcane,2026-02-07,3.02
PARCEL_007,20-03-2026,0.684,27.6,8.5,OK,MILL_NORTH,sugarcane,2026-01-18,8.53
PARCEL_003,09-04-2026,0.435,33.4,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_001,12-02-2026,0.363,19.2,0.0,OK,MILL_NORTH,sugarcane,2026-02-10,9.03
PARCEL_017,23-03-2026,0.609,30.5,2.1,OK,MILL_EAST,sugarcane,2026-01-14,7.51
PARCEL_010,27-03-2026,0.624,28.3,5.8,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_022,15-04-2026,0.42100000000000004,33.6,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_009,26-03-2026,0.73,26.9,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_022,04-01-2026,0.17300000000000001,34.2,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_006,28-01-2026,0.065,27.2,0.0,NA,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_008,18-04-2026,0.608,34.7,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_021,20-01-2026,0.163,25.6,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_006,10-02-2026,0.28,26.7,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_003,20-05-2026,0.363,22.4,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_003,17-04-2026,0.565,22.1,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_012,10-04-2026,0.6779999999999999,28.6,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_003,01-03-2026,0.306,22.5,0.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_021,07-04-2026,0.478,15.7,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_010,19-05-2026,0.662,22.8,0.0,OK,MILL_EAST,sugarcane,2026-01-07,7.44
PARCEL_019,25-05-2026,0.48,24.4,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_011,13-02-2026,0.184,19.6,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_024,01-05-2026,0.607,20.1,8.6,OK,MILL_EAST,soybean,2026-01-16,5.43
PARCEL_012,16-01-2026,0.187,33.7,0.0,OK,MILL_WEST,sugarcane,2026-03-01,6.85
PARCEL_019,22-05-2026,0.629,16.5,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_019,09-04-2026,0.7559999999999999,25.7,0.0,OK,MILL_SOUTH,sugarcane,2026-01-18,10.19
PARCEL_021,17-03-2026,0.17300000000000001,22.1,0.0,OK,MILL_EAST,wheat,2026-02-21,3.58
PARCEL_008,01-05-2026,0.431,26.3,0.0,OK,MILL_EAST,sugarcane,2026-01-22,2.98
PARCEL_006,08-05-2026,0.685,20.7,0.0,OK,MILL_WEST,sugarcane,2026-02-11,5.67
PARCEL_018,03-02-2026,0.37799999999999995,18.6,0.0,OK,MILL_SOUTH,sugarcane,2026-01-11,5.82
PARCEL_022,03-03-2026,0.664,33.2,0.0,OK,MILL_EAST,sugarcane,2026-01-14,8.04
PARCEL_004,30-01-2026,0.221,27.4,0.0,OK,MILL_NORTH,sugarcane,2026-01-02,3.18
PARCEL_003,20-03-2026,0.456,24.8,3.0,OK,MILL_NORTH,soybean,2026-02-13,5.35
PARCEL_014,28-05-2026,0.55,21.0,0.0,OK,MILL_NORTH,sugarcane,2026-01-05,9.39
PARCEL_011,19-04-2026,0.635,22.6,0.0,OK,MILL_NORTH,wheat,2026-02-21,6.67
PARCEL_009,22-02-2026,0.345,25.9,0.0,OK,MILL_EAST,sugarcane,2026-02-18,1.57
PARCEL_009,16-01-2026,0.201,25.8,0.7,Error,MILL_EAST,sugarcane,2026-02-18,1.57
